key,value,year,category,latitude,longitude,country
Sena Oura,1,2022,loc,8.936089249999998,14.790583425580408,Chad
parc national,1,2022,loc,42.9969425,-0.6024006911955821,France
Derby,1,2022,loc,52.9142235,-1.4719885461266051,United Kingdom
Lesotho,7,2022,loc,-29.6039267,28.3350193,Lesotho
Golfech,2,2022,loc,44.1147222,0.8519444,France
Saint-Alban-Saint-Maurice,1,2022,loc,45.404895,4.755073051104972,France
Blayais,1,2022,loc,44.7683263,-0.719487,France
Bugey,1,2022,loc,45.9779838,5.545057046437496,France
Tricastin,1,2022,loc,44.3475554,4.7707325,France
Dépêche,1,2022,loc,51.4380334,5.4780815,Netherlands
Tarn-et-Garonne,2,2022,loc,44.080656000000005,1.2050632958700225,France
Frapp France,2,2022,loc,48.016922,-4.5009058,France
planète Jupiter,1,2022,loc,43.5789871,1.5306106,France
Freetown,5,2022,loc,8.479004,-13.26795,Sierra Leone
Kissy,1,2022,loc,8.4686314,-13.1893066,Sierra Leone
Bio,1,2022,loc,44.7831651,1.7842037,France
Makeni,1,2022,loc,8.8881938,-12.0441862,Sierra Leone
Magburuka,1,2022,loc,8.722819,-11.949193,Sierra Leone
Riga,8,2022,loc,56.9493977,24.1051846,Latvia
Massif central,2,2022,loc,45.41438955,2.7931879529231374,France
Pyrénées,8,2022,loc,42.5824012,0.5388271671307273,Spain
Sète,4,2022,loc,43.4014434,3.6959771,France
Tessit,3,2022,loc,15.2255584,0.2920896,Mali
Bandol,1,2022,loc,43.1357717,5.7523647,France
Nice-Matin,9,2022,loc,40.783395,-73.9784022,United States
Sainte-Maxime,1,2022,loc,43.30871,6.637714,France
Pradet,1,2022,loc,45.3609045,3.1407459,France
Menton,1,2022,loc,43.7753495,7.5029213,France
Indre-et-Loire,1,2022,loc,47.2232046,0.6866702523286876,France
Loire,2,2022,loc,45.75385355,4.045473682551104,France
Langeais,1,2022,loc,47.3239338,0.4072956,France
Saumur,1,2022,loc,47.2596224,-0.0785177,France
Maine-et-Loire,2,2022,loc,47.38863045,-0.3909097146387368,France
Constantine,6,2022,loc,36.3641642,6.6084281,Algeria
européens,2,2022,loc,56.9509171,24.1105336,Latvia
Hammamet,1,2022,loc,36.4006557,10.6190626,Tunisia
Oranaise,1,2022,loc,48.8566624,2.3583819,France
Arusha,3,2022,loc,-3.3696827,36.6880794,Tanzania
Brasilia,2,2022,loc,-10.3333333,-53.2,Brazil
cathédrale Notre-Dame de Paris,1,2022,loc,48.85293705,2.3500501225000026,France
Amazonie,4,2022,loc,46.10041045,-72.86070255,Canada
Soleimani,1,2022,loc,29.6583034,52.49315035,Iran
Gyeonggi,2,2022,loc,37.2884675,127.0535231,South Korea
Gangwon,1,2022,loc,37.885,127.7297,South Korea
KMA,1,2022,loc,-7.963278499999999,145.77134686530968,Papua New Guinea
province du Chungcheong du Sud,1,2022,loc,36.6593,126.6729,South Korea
Jura,1,2022,loc,46.7833625,5.783285726354901,France
Drôme,3,2022,loc,44.72953475,5.204637164536667,France
Lozère,1,2022,loc,44.5425706,3.521114648333333,France
Moustey,1,2022,loc,44.3596334,-0.7596158,France
Grand barrage de la Renaissance,1,2022,loc,11.21444215,35.09255114862037,Ethiopia
Seima,1,2022,loc,-4.201718,139.0309739,Indonesia
Durban,19,2022,loc,-29.861825,31.009909,South Africa
Akwa Ibom,1,2022,loc,4.99063795,7.796620451378464,Nigeria
Akpan,1,2022,loc,5.017449,7.577684,Nigeria
Sud Ouest,1,2022,loc,5.0577606,9.2289407,Cameroon
Tozeur,1,2022,loc,33.9239001,8.1370639,Tunisia
Mourmansk,7,2022,loc,68.970665,33.07497,Russia
Banjul,4,2022,loc,13.4410165,-16.56275092072591,The Gambia
Maradi,3,2022,loc,13.501206,7.102534,Niger
Bercy,3,2022,loc,48.8391964,2.382849,France
hôtel Donbass palace,1,2022,loc,48.0036582,37.803903692064736,Ukraine
Tunisie Numérique,4,2022,loc,35.1675859,8.8385707,Tunisia
Tel-Aviv,5,2022,loc,32.0852997,34.7818064,Israel
Président du Niger,2,2022,loc,13.509447830646565,2.1112481562491987,Niger
République du Niger,2,2022,loc,17.7356214,9.3238432,Niger
CCTV,4,2022,loc,-27.97217545514208,153.32745204805238,Australia
Taiwan,9,2022,loc,23.9739374,120.9820179,Taiwan
Hodeïda,3,2022,loc,15.1159326,42.844785,Yemen
Oktoberfest,4,2022,loc,39.344405,-84.26690614044267,United States
Charia,1,2022,loc,37.7343311,21.5124833,Greece
Cites,1,2022,loc,48.9702075,-0.2518677,France
hôpital de la Timone,2,2022,loc,43.289573,5.403477502530734,France
Matignon,4,2022,loc,48.5968982,-2.2922438,France
Creuse,1,2022,loc,46.0593485,2.04890101251091,France
Nièvre,1,2022,loc,47.11969705,3.5448897947227174,France
Lourdes,1,2022,loc,43.0940904,-0.0464975,France
Galice,1,2022,loc,42.61946,-7.863112,Spain
Rojen,5,2022,loc,41.533011,23.4332615,Bulgaria
Gemi,1,2022,loc,41.275753,33.366856,Turkey
Abeba,8,2022,loc,9.0,38.75,Ethiopia
Matam,2,2022,loc,15.26814355,-13.69916058637591,Senegal
Podor,1,2022,loc,16.652705,-14.958669,Senegal
Ranérou,1,2022,loc,15.2980838,-13.9623923,Senegal
Kanel,1,2022,loc,15.491026,-13.1756847,Senegal
Astana,18,2022,loc,51.1282205,71.4306682,Kazakhstan
Micronésie,1,2022,loc,8.6062347,151.832744331612,Federated States of Micronesia
Minneapolis,2,2022,loc,44.9772995,-93.2654692,United States
Bloomington,1,2022,loc,39.1670396,-86.5342881,United States
Lampedusa,5,2022,loc,35.511134150000004,12.59629135962961,Italy
Rio de Janeiro,2,2022,loc,-22.9110137,-43.2093727,Brazil
Sao Paulo,10,2022,loc,-23.5506507,-46.6333824,Brazil
Guinée matin,2,2022,loc,9.6076018,-13.5987759,Guinea
inter-États,2,2022,loc,14.687727,-17.46176749446461,Senegal
Alpes,1,2022,loc,45.9081401,9.141582381412086,Italy
Cap-Vert,2,2022,loc,16.0000552,-24.0083947,Cape Verde
Hauts-de-France,7,2022,loc,50.1024606,2.7247515,France
Umuganda,1,2022,loc,-1.69217545812367,29.259402843249468,Rwanda
kwanza,1,2022,loc,-10.647407,16.6220516,Angola
Gard,1,2022,loc,43.95995,4.297637002377168,France
Cévennes,1,2022,loc,44.3509309,3.858481279160298,France
Vigan,1,2022,loc,17.5755487,120.3872632,Philippines
Charsadda,1,2022,loc,34.1461506,71.7337464,Pakistan
district de Swat,1,2022,loc,34.6514201,72.04022104168071,Pakistan
Etat du Niger,2,2022,loc,13.5083663,2.1272261,Niger
Proche-Orient,13,2022,loc,36.19069075,44.01040826246465,Iraq
FranceLa,1,2022,loc,41.8916554,-5.4638051,Spain
Kazan,4,2022,loc,55.7823547,49.1242266,Russia
Tatarstan,2,2022,loc,55.448217,50.4763591,Russia
Syrte,4,2022,loc,31.2059625,16.5836206,Libya
Mekele,6,2022,loc,13.4966644,39.4768259,Ethiopia
hôpital Ayder,1,2022,loc,13.50975635,39.4690226347243,Ethiopia
Idaho,1,2022,loc,43.6447642,-114.015407,United States
États américains,1,2022,loc,18.5135646,-72.2898546,Haiti
Paks,1,2022,loc,46.6229468,18.8589364,Hungary
Tapoa,1,2022,loc,12.1450627,1.7603025216478507,Burkina Faso
Nadiabonli,2,2022,loc,11.9654787,1.5705396,Burkina Faso
Boungou,2,2022,loc,11.0473957,-0.8580065,Burkina Faso
Seytenga,1,2022,loc,14.11596315,0.2529821663967982,Burkina Faso
Taparko,3,2022,loc,13.4842434,-0.3270522,Burkina Faso
Amhara,7,2022,loc,11.5,38.5,Ethiopia
Afar,7,2022,loc,11.7108206,41.0330866,Ethiopia
Metz,3,2022,loc,49.1196964,6.1763552,France
Remplir,1,2022,loc,34.4875377,135.5216396,Japan
Antietam,1,2022,loc,39.416211,-77.7422152,United States
Chancellorsville,1,2022,loc,38.3084627,-77.6344334,United States
Lesparre-en-Médoc,1,2022,loc,45.0564852,-0.7736381,France
Soulac-sur-mer,2,2022,loc,45.513149,-1.1228789,France
Médoc,2,2022,loc,49.3524933,6.1542002,France
Verdon-sur-mer,1,2022,loc,45.547543,-1.0622993,France
Saint-Vivien-de-Médoc,1,2022,loc,45.4311407,-1.0350516,France
Vensac,1,2022,loc,45.3980138,-1.041989,France
Lesparre,1,2022,loc,45.1311679,1.1413714,France
Landiras,1,2022,loc,44.5682236,-0.4143126,France
Zoheir,1,2022,loc,24.705747566043296,46.69292380117667,Saudi Arabia
région du Sahel,3,2022,loc,14.0279165,-0.7717775666263393,Burkina Faso
Oudalan,2,2022,loc,14.6253063,-0.3333471318873937,Burkina Faso
Séno,1,2022,loc,13.99508,-0.0992075822621746,Burkina Faso
Yagha,1,2022,loc,13.4269445,0.6161497146962224,Burkina Faso
Dori,3,2022,loc,14.0327651,-0.0348286,Burkina Faso
Kaya-Dori,1,2022,loc,12.098038723185027,-68.89260160428871,Netherlands
Nikopol,6,2022,loc,47.5692061,34.3917272,Ukraine
Teke,2,2022,loc,40.1435405,31.2072174,Turkey
Mai-Ndombe,3,2022,loc,-2.5406945,18.60657318697934,Democratic Republic of the Congo
fleuve Congo,3,2022,loc,-4.15092615,15.519469851526903,Democratic Republic of the Congo
Yaka,1,2022,loc,41.2571621,34.0029216,Turkey
Kwamouth,2,2022,loc,-3.1820727,16.2044968,Democratic Republic of the Congo
Noida,2,2022,loc,28.5706333,77.3272147,India
Delhi,4,2022,loc,28.6273928,77.1716954,India
Hyderabad,4,2022,loc,17.360589,78.4740613,India
Bangalore,1,2022,loc,12.98815675,77.62260003796,India
mer Égée,16,2022,loc,38.06222755,25.720588707973132,Aegean Sea
Crète,5,2022,loc,35.3084952,24.46334231842296,Greece
Rhodes,3,2022,loc,36.17252975,27.91940163839584,Greece
Mekelle,2,2022,loc,13.4966644,39.4768259,Ethiopia
République,3,2022,loc,48.8680343,2.3650877,France
loin,1,2022,loc,47.933230300000005,2.87961505,France
château de Vincennes,2,2022,loc,48.8429069,2.4358057877896617,France
aéroport international de la capitale,2,2022,loc,-35.3031307,149.1918421326344,Australia
Rwanda Water,1,2022,loc,-2.4087039,40.7086396,Kenya
Anhui,5,2022,loc,32.0,117.0,China
Grand Sahara,4,2022,loc,-11.6893765,43.2655497,Comoros
Fama,3,2022,loc,-21.4090398,-45.8322579,Brazil
détaille-t-il,3,2022,loc,48.838172627504704,2.249125410819323,France
Siguiri,1,2022,loc,11.4195265,-9.1751513,Guinea
république du Mali,1,2022,loc,16.3700359,-2.2900239,Mali
Red Lodge,1,2022,loc,45.1859038,-109.2470622,United States
Civitanova Marche,1,2022,loc,43.3055233,13.7229297,Italy
Vladivostok,17,2022,loc,43.1150678,131.8855768,Russia
Haut-Uélé,1,2022,loc,3.33984995,28.789273976804125,Democratic Republic of the Congo
Kibali,1,2022,loc,3.0730184,29.7007012,Democratic Republic of the Congo
province du,2,2022,loc,36.5754,128.5058,South Korea
province de Kinshasa,1,2022,loc,-4.309570435649863,15.303380108513808,Democratic Republic of the Congo
Tshopo,1,2022,loc,0.2077202,25.63236681378116,Democratic Republic of the Congo
Francfort,9,2022,loc,50.1106444,8.6820917,Germany
Sango,1,2022,loc,34.5998647,135.6958694,Japan
Eldas,1,2022,loc,2.19268595,39.74563189882936,Kenya
comté de Wajir,1,2022,loc,1.9394402,40.02473595061957,Kenya
Tiflet,2,2022,loc,33.894009,-6.31673,Morocco
Epinal,1,2022,loc,48.1747684,6.4503643,France
Rwanda-,1,2022,loc,-1.9646631,30.0644358,Rwanda
Amérique,2,2022,loc,51.0000002,-109.0,North America
Eldoret,1,2022,loc,0.5198329,35.2715481,Kenya
Mar-a,1,2022,loc,-8.3803783,118.6925766911296,Indonesia
Palm Beach,1,2022,loc,26.6279798,-80.4494174,United States
RBK-Ukraine,2,2022,loc,49.0199951,38.3891537,Ukraine
Bayraktar,9,2022,loc,40.3879458,40.5763579,Turkey
Retour,2,2022,loc,46.4194491,4.6281959,France
Bataillon,1,2022,loc,-7.016667,20.816667,Democratic Republic of the Congo
BIR,1,2022,loc,49.880768,24.953941,Ukraine
Belel,1,2022,loc,12.90565,1.5449333,Niger
Tignère,1,2022,loc,7.373248,12.652921,Cameroon
Kentucky,5,2022,loc,37.5726028,-85.1551411,United States
outre-Atlantique,7,2022,loc,47.6528931,-1.3116941,France
Sidi Abderrahmane,1,2022,loc,36.4791747,1.1257585850000036,Algeria
EACOP,1,2022,loc,52.03017285,1.0823046933306095,United Kingdom
Benin,5,2022,loc,9.5293472,2.2584408,Benin
Abomey,1,2022,loc,7.1820012,1.993632,Benin
Grenade,4,2022,loc,12.1360374,-61.6904045,Grenada
Rábita,1,2022,loc,5.4147303,-73.7654494,Colombia
El Pozuelo,1,2022,loc,40.6201881,-2.2772876,Spain
Gaziantep,2,2022,loc,37.0628317,37.3792617,Turkey
Ukrainian,1,2022,loc,51.405166050000005,30.054396180557664,Ukraine
Iskenderun,2,2022,loc,36.5902266,36.1710354,Turkey
Kosovo-Metohija,4,2022,loc,43.0141205,21.1481011,Kosovo
comté de Pingnan,1,2022,loc,22.40676,120.56898,Taiwan
Fujian,2,2022,loc,26.193218,118.2208721,China
dynastie Qing,1,2022,loc,20.077973,105.60445959701312,Vietnam
Kandoy,1,2022,loc,2.7360124,30.559312697315228,Democratic Republic of the Congo
Bandiboli,3,2022,loc,1.3701281,29.682582,Democratic Republic of the Congo
Eure,2,2022,loc,49.0756358,0.9652025944774796,France
Rouen,4,2022,loc,49.4404591,1.0939658,France
Poses,1,2022,loc,49.3078259,1.2387989,France
estuaire de la,1,2022,loc,45.72109135,-1.490966781836976,France
estuaire du Saint-Laurent,1,2022,loc,49.16414645,-67.3237662361306,Canada
Québec,5,2022,loc,53.78701075,-73.31569895762317,Canada
océan Arctique,1,2022,loc,83.0,-170.0,Arctic Ocean
Havre,1,2022,loc,48.5536972,-109.677802,United States
Darfour,5,2022,loc,24.77757726367992,46.814551546715165,Saudi Arabia
XXIe,1,2022,loc,48.13046985,-1.696207100915489,France
Rimland,6,2022,loc,48.773178264255066,-122.4416743847916,United States
Eurasie-,1,2022,loc,48.8483201,2.3201253,France
Heartland,1,2022,loc,32.6894727,-96.4512417,United States
Québec - province,1,2022,loc,46.79954745,-71.22475439455573,Canada
Ambassade du Sénégal,1,2022,loc,48.8618315,2.3069800563427982,France
Ndekeluka,1,2022,loc,-6.1373939,23.64637406441729,Democratic Republic of the Congo
Agence,1,2022,loc,48.105314,-1.6673866217783335,France
Aube,6,2022,loc,48.3201921,4.1905396615047525,France
Koh-i-Noor Hardtmuth,1,2022,loc,50.0759821,14.4396015,Czechia
Sderot,1,2022,loc,31.526474,34.5969696,Israel
Shems,1,2022,loc,46.8155591,-71.1488262,Canada
Fortum,1,2022,loc,50.4936763,19.38763905289634,Poland
Bakool,1,2022,loc,4.000003,43.999993,Somalia
Montagnieu,1,2022,loc,45.5247,5.45541,France
Fukushima,6,2022,loc,37.760777,140.4745807,Japan
Poltava,11,2022,loc,49.8607809,33.7498787,Ukraine
Kirovograd,7,2022,loc,48.5105805,32.2656283,Ukraine
Vinnytsia,2,2022,loc,48.8990315,28.516068,Ukraine
Rafah,2,2022,loc,31.2752047,34.2558269,Palestinian Territory
Ossétie du Sud,8,2022,loc,42.3476344,44.0979465,Georgia
Tbilissi,4,2022,loc,41.6934591,44.8014495,Georgia
Abkhazie,10,2022,loc,43.1500226,41.2299786,Georgia
Nauru,1,2022,loc,-0.5252306,166.9324426,Nauru
Ismahan,1,2022,loc,3.7508141,34.8254708,Kenya
Tamda,1,2022,loc,32.4400285,-8.355293051724853,Morocco
Kabylie,3,2022,loc,48.1478097,-0.2622726,France
Grenoble,7,2022,loc,45.1875602,5.7357819,France
Muzz,1,2022,loc,49.25139619730587,-122.478773236176,Canada
mer Jaune,5,2022,loc,36.0000002,123.9999998,Yellow Sea
Yuzhni,1,2022,loc,53.529705,60.078732,Russia
Derince,1,2022,loc,40.757461,29.8307537,Turkey
Ntombi,1,2022,loc,-29.709337359619408,30.974740549228542,South Africa
Afriski,3,2022,loc,12.310938,13.712937,Nigeria
Lesotho Afriski,1,2022,loc,-28.8206029,28.72360113201764,Lesotho
Tiffindell,1,2022,loc,-30.6501991,27.92639721870551,South Africa
Djugu,2,2022,loc,1.8747968,30.392868895667604,Democratic Republic of the Congo
Codeco,10,2022,loc,48.5903528,7.6882728,France
Lendu,5,2022,loc,2.356102,102.1704023,Malaysia
Blinken,4,2022,loc,59.7799886,10.1678704,Norway
Sona,2,2022,loc,45.433438,10.8327372,Italy
Gao,33,2022,loc,11.642308,-2.1800254,Burkina Faso
IVe arrondissement de Paris,1,2022,loc,48.8562021,2.3556193,France
pont Louis-Philippe,1,2022,loc,48.85383105,2.354401516019296,France
DNIS,1,2022,loc,48.3589177,-4.5617577,France
Fès,2,2022,loc,34.0346534,-5.0161926,Morocco
commandement,1,2022,loc,-4.3225542,15.2862492602465,Democratic Republic of the Congo
Rosbank,3,2022,loc,55.7616384,37.6243584,Russia
Gatineau,3,2022,loc,45.4277659,-75.710976,Canada
île de Taïwan,4,2022,loc,23.5983227,120.83537694479216,Taiwan
al-Shabab,1,2022,loc,24.592742833340232,46.75817590465129,Saudi Arabia
Curia Episcopal,1,2022,loc,10.476769,-73.2460053,Colombia
Siempre,1,2022,loc,48.8501547,2.2998928,France
circulación,1,2022,loc,21.91888502427605,-99.39238505041406,Mexico
policía,1,2022,loc,19.3734126,-99.1081031,Mexico
puerta,1,2022,loc,32.36752,-115.446462,Mexico
Etat-major,1,2022,loc,47.2276906,0.172453,France
Darou Salam Grand,1,2022,loc,14.7133892,-17.4497156,Senegal
Mamelles,1,2022,loc,14.7311563,-17.5003005,Senegal
Monument,1,2022,loc,51.5106328,-0.0861271,United Kingdom
Afrique -,1,2022,loc,11.5024338,17.7578122,Africa
el Jebs,1,2022,loc,35.6658181,10.6887259,Tunisia
square Lafayette,1,2022,loc,48.00655875,0.1898021141244893,France
Ajaokuta,1,2022,loc,7.5639973,6.6291171,Nigeria
État de Kogi,1,2022,loc,7.7949602,6.6868669,Nigeria
Okehi,1,2022,loc,7.73313455,6.356100253115201,Nigeria
Kogi,1,2022,loc,7.7949602,6.6868669,Nigeria
Adavi,1,2022,loc,7.68441465,6.4667074788060965,Nigeria
Benidorm,2,2022,loc,38.5406255,-0.1290929,Spain
Altchevsk,1,2022,loc,48.4701987,38.8010178,Ukraine
Prometeï,1,2022,loc,55.3298525,38.2296132,Russia
centrale de,2,2022,loc,50.9634465,6.9515418,Germany
Lviv,3,2022,loc,49.841952,24.0315921,Ukraine
centrale de Tchernobyl,2,2022,loc,51.307623750000005,29.898497200982824,Ukraine
province de Gauteng,2,2022,loc,-26.508568856335287,27.8721861292572,South Africa
Carrefour de Vénissieux,1,2022,loc,45.7177133,4.8730632,France
Ziguinchor,4,2022,loc,12.5634929,-16.2724609,Senegal
Défenseur,1,2022,loc,48.8671153,2.3237648,France
soudanais,1,2022,loc,11.57116655,43.13195904726108,Djibouti
sud-soudanais,1,2022,loc,11.57116655,43.13195904726108,Djibouti
Var Matin,1,2022,loc,43.5388822,6.4647959,France
Tachkent,2,2022,loc,41.3123363,69.2787079,Uzbekistan
Multi-Services,1,2022,loc,48.868824,2.3744078,France
MSMI,1,2022,loc,26.8124972,92.5953913,India
Afrique Centrale,1,2022,loc,14.6825139,-17.444977926954593,Senegal
Saxe-Anhalt,3,2022,loc,52.0089065,11.7003344,Germany
Forum,3,2022,loc,55.6812917,12.552450785229452,Denmark
hôtel Hayat,4,2022,loc,29.9753361,31.1413339,Egypt
Hayat Hotel,1,2022,loc,41.0211863,28.9277848,Turkey
Chine-Afrique,4,2022,loc,39.94054115,116.45184702483344,China
Souk Ahras,2,2022,loc,36.1378681,7.826242640053763,Algeria
Guelma,3,2022,loc,36.3491635,7.409498952760461,Algeria
El Kala,2,2022,loc,36.8961359,8.4430673,Algeria
Ghazala,1,2022,loc,34.6555541,36.760315,Syria
Baloutchistan,2,2022,loc,28.0,66.0,Pakistan
Pendjab,2,2022,loc,30.9293211,75.5004841,India
canal du Mozambique,1,2022,loc,-18.66387955,40.29208224223342,Mozambique Channel
Hauts-de-Seine,2,2022,loc,48.8401859,2.1986299985796083,France
Cayenne,5,2022,loc,4.9371544,-52.3258736,France
Guyane française,2,2022,loc,4.0039882,-52.999998,France
Darmanin,3,2022,loc,35.914479645649145,14.430003915216384,Malta
département du Commerce,1,2022,loc,51.5198362,-0.1585831,United Kingdom
Lomé,15,2022,loc,6.130419,1.215829,Togo
hôtel Central,1,2022,loc,8.95244265,-79.53423298171066,Panama
centrale nucléaire de Zaporijjia,1,2022,loc,47.512568400000006,34.58948715385645,Ukraine
Beni,4,2022,loc,9.5293472,2.2584408,Benin
MVE,2,2022,loc,6.2172698,10.6813122,Cameroon
prison de Fresnes,8,2022,loc,48.76361315,2.3218525631887843,France
Fresnes,8,2022,loc,49.5544444,3.3705556,France
Bedoui,1,2022,loc,33.5171615,10.5497403628692,Tunisia
Irkoutsk,4,2022,loc,52.2891225,104.279829,Russia
Tipaza,3,2022,loc,36.527157,2.167201180271209,Algeria
Taganrog,2,2022,loc,47.2153657,38.9285216,Russia
Oréfondé,2,2022,loc,16.0449688,-13.726626,Senegal
région de Matam,1,2022,loc,15.26814355,-13.69916058637591,Senegal
Daande,2,2022,loc,10.491498,-13.015928,Guinea
Etat du Sénégal,1,2022,loc,14.7215128,-17.4369984,Senegal
Nguidjilone,1,2022,loc,15.9397485,-13.3500113,Senegal
centrale nucléaire de Fessenheim,1,2022,loc,47.9067689,7.562534793967918,France
Forno,1,2022,loc,46.3492984,11.6274407,Italy
AgroExport,2,2022,loc,5.733147,-71.9946444,Colombia
aéroport de Moscou Domodedovo,1,2022,loc,55.40912105,37.904166212415895,Russia
Aviano,1,2022,loc,46.0685438,12.5891138,Italy
Pordenone,1,2022,loc,45.9562503,12.6597197,Italy
Hollande,1,2022,loc,52.55270795,4.8315779350491805,Netherlands
Large,1,2022,loc,45.6432752,4.6732572,France
Huíla,2,2022,loc,-14.6957808,15.0976293,Angola
Benguela,1,2022,loc,-12.5790048,13.4037117,Angola
Huambo,2,2022,loc,-12.7772455,15.7346713,Angola
Rhin,4,2022,loc,50.4677626,7.351989,Germany
Danube,4,2022,loc,47.64206076246059,19.11440131193199,Hungary
Tamise,3,2022,loc,51.5575525,-0.781404,United Kingdom
Albanie,8,2022,loc,41.000028,19.9999619,Albania
Zagreb,2,2022,loc,45.8130967,15.9772795,Croatia
comté de Laramie,1,2022,loc,40.10577801785371,-75.05317407673357,United States
Wyoming,2,2022,loc,43.1700264,-107.568534,United States
Derik,1,2022,loc,37.3647781,40.2691843,Turkey
haberi,1,2022,loc,47.32177427890172,8.162356587361844,Switzerland
Mardin,1,2022,loc,37.3132581,40.7354383,Turkey
Ménaka,2,2022,loc,15.9167,2.4,Mali
Kidal,8,2022,loc,19.802089,0.7253124568557916,Mali
FAMa,16,2022,loc,-21.4090398,-45.8322579,Brazil
aéroport Frédéric Chopin,1,2022,loc,52.16306505,20.970814903702912,Poland
Grimsby,1,2022,loc,53.5671407,-0.0788045,United Kingdom
Andreevka,1,2022,loc,54.0569325,44.0394303,Russia
Velikomikhaïlovka,1,2022,loc,50.7632017,37.60078945,Russia
Zvanovka,1,2022,loc,48.8140035,38.0763916,Ukraine
Tlemcen,4,2022,loc,34.881789,-1.316699,Algeria
Nongoma,5,2022,loc,-27.9063801,31.744662092754403,South Africa
TK_Nala,1,2022,loc,22.72462002430781,88.37026472670945,India
Venise,2,2022,loc,45.4371908,12.3345898,Italy
Marmara,1,2022,loc,40.62164065,27.629427220927305,Turkey
Addis,8,2022,loc,30.3538043,-91.2653865,United States
Bourgogne,1,2022,loc,49.35551035,4.068141720204517,France
Bogota,2,2022,loc,4.6533816,-74.0836333,Colombia
Prahovo,1,2022,loc,44.2926138,22.5859093,Serbia
Parc national,2,2022,loc,42.9969425,-0.6024006911955821,France
Everest,1,2022,loc,27.9880614,86.92521,Nepal
Vassylivka,1,2022,loc,47.4431859,35.2803026,Ukraine
Zaporojie,1,2022,loc,47.8507859,35.1182867,Ukraine
Valence,3,2022,loc,39.4697065,-0.3763353,Spain
frontière,1,2022,loc,45.6042934,7.6887365,Italy
humain,1,2022,loc,50.20508155,5.257407660465169,Belgium
Baardheere,2,2022,loc,4.60662,45.32613,Somalia
Eupatoria,1,2022,loc,45.1907635,33.3679049,Ukraine
Haut-Commissariat,2,2022,loc,10.3328002,-3.1796635829979656,Burkina Faso
lac Natron,1,2022,loc,-2.34801865,36.02614644808051,Tanzania
Massachusetts,2,2022,loc,42.3788774,-72.032366,United States
Hispaniques,1,2022,loc,48.8440427,2.3425438226297453,France
Ebanga,1,2022,loc,4.054192,11.5755333,Cameroon
Kangra,1,2022,loc,32.0768665,76.29858720759783,India
Himachal Pradesh,2,2022,loc,31.9292352,77.1828462,India
Chakki Railway,1,2022,loc,25.45549055,78.53708702455128,India
Kangra District,1,2022,loc,32.0768665,76.29858720759783,India
Himalaya,1,2022,loc,27.985688,86.9163367,Nepal
Balaguina,1,2022,loc,14.1125705,-3.6177527,Mali
Sofara,3,2022,loc,14.0171201,-4.2312194,Mali
Godowaré,1,2022,loc,14.8625967,-1.7721668,Mali
Nord-Est,3,2022,loc,19.5178468,-71.8728225,Haiti
Mondoro,1,2022,loc,46.0002465,9.4622032,Italy
Niangassagou,1,2022,loc,14.6526751,-1.7781279,Mali
Sud-Est,2,2022,loc,18.2973566,-72.3745698,Haiti
Doumbol,1,2022,loc,13.9149892,-3.9244127,Mali
Serma,1,2022,loc,47.98377585,0.1822954362283925,France
Place,1,2022,loc,48.2534179,-0.777203,France
église du Caire,1,2022,loc,43.789044,7.274608988687783,France
Imbaba,1,2022,loc,30.088512,31.215927,Egypt
Assiout,1,2022,loc,27.1832822,31.1853836,Egypt
Minya,1,2022,loc,28.2125404,30.912374098545783,Egypt
Embargo,1,2022,loc,8.1837651,123.8183582,Philippines
port de,3,2022,loc,53.5467278,9.9690756,Germany
Mustafa Necati,1,2022,loc,39.91754386998981,28.14926916931139,Turkey
ville de Fresnes,1,2022,loc,49.13192853227406,5.626318812399026,France
libertés,1,2022,loc,42.6451517,2.8732829,France
Volga,6,2022,loc,47.57058296242985,46.72391285285772,Russia
al-Jazira,1,2022,loc,35.1669869,42.0001515,Iraq
el-Hassaké,2,2022,loc,36.5013738,40.7469948,Syria
El Argoub,2,2022,loc,23.559154,-15.899411,Morocco
Oued Eddahab,1,2022,loc,33.25401685,-8.503815703195844,Morocco
province de Malaga,1,2022,loc,-16.4959878,-72.1384806,Peru
Huelva,1,2022,loc,37.2575874,-6.9484945,Spain
Hita,1,2022,loc,40.8248455,-3.0495843,Spain
Sagra,1,2022,loc,38.8113178,-0.0649407,Spain
Séville,1,2022,loc,37.3886303,-5.9953403,Spain
El Aljarafe,1,2022,loc,37.3828211,-6.0841589,Spain
Nefza,1,2022,loc,36.9748659,9.0748388,Tunisia
Béja,1,2022,loc,36.7236755,9.185382,Tunisia
Beja,1,2022,loc,38.0154479,-7.8650368,Portugal
autoroute Béja,1,2022,loc,36.687248,9.2282313,Tunisia
Jendouba,1,2022,loc,36.67797255,8.752646965460535,Tunisia
Kuopio,1,2022,loc,62.8924601,27.6781839,Finland
Chautauqua,1,2022,loc,42.2894671,-79.421728,United States
Abdellah,1,2022,loc,34.8956302,-2.5209405854206484,Morocco
Wilaya,1,2022,loc,35.5889144,-5.3393867,Morocco
frontière algéro-tunisienne,1,2022,loc,36.42911875,8.370144633373013,Algeria
Ain,3,2022,loc,14.928287,45.600437,Yemen
Ain al-Sabt,1,2022,loc,19.566168982475737,41.95808355532783,Saudi Arabia
Sahel,3,2022,loc,14.0279165,-0.7717775666263393,Burkina Faso
