key,value,year,month,category
mali,39,2022,7,kws
guerre,37,2022,7,kws
nations,36,2022,7,kws
unies,21,2022,7,kws
famille,12,2022,7,kws
difficultés,7,2022,7,kws
problèmes,28,2022,7,kws
abdoulaye,3,2022,7,kws
issue,25,2022,7,kws
rencontre,18,2022,7,kws
bamako,13,2022,7,kws
secrétaire,42,2022,7,kws
général,50,2022,7,kws
adjoint,12,2022,7,kws
onu,86,2022,7,kws
opérations,15,2022,7,kws
paix,23,2022,7,kws
lacroix,3,2022,7,kws
visite,92,2022,7,kws
juillet,335,2022,7,kws
entretiens,10,2022,7,kws
autorités,82,2022,7,kws
maliennes,15,2022,7,kws
prolongation,3,2022,7,kws
an,26,2022,7,kws
mandat,5,2022,7,kws
mission,39,2022,7,kws
minusma,8,2022,7,kws
conseil,40,2022,7,kws
sécurité,94,2022,7,kws
discussions,9,2022,7,kws
ministre,221,2022,7,kws
diop,3,2022,7,kws
passées,1,2022,7,kws
conférence,49,2022,7,kws
presse,64,2022,7,kws
volonté,16,2022,7,kws
onusienne,9,2022,7,kws
ensemble,23,2022,7,kws
manière,30,2022,7,kws
avenir,16,2022,7,kws
jours,46,2022,7,kws
expulsion,7,2022,7,kws
pays,380,2022,7,kws
olivier,5,2022,7,kws
salgado,6,2022,7,kws
transition,17,2022,7,kws
informations,23,2022,7,kws
inacceptables,7,2022,7,kws
lendemain,9,2022,7,kws
arrestation,3,2022,7,kws
soldats,25,2022,7,kws
ivoiriens,10,2022,7,kws
justice,11,2022,7,kws
enquête,20,2022,7,kws
sujet,14,2022,7,kws
parallèle,4,2022,7,kws
processus,17,2022,7,kws
judiciaire,7,2022,7,kws
dialogue,9,2022,7,kws
règlement,7,2022,7,kws
pacifique,9,2022,7,kws
libye,7,2022,7,kws
national,21,2022,7,kws
corporation,2,2022,7,kws
noc,3,2022,7,kws
champ,5,2022,7,kws
gazier,10,2022,7,kws
farag,2,2022,7,kws
grand,22,2022,7,kws
agence,52,2022,7,kws
reprise,11,2022,7,kws
activités,25,2022,7,kws
gisement,4,2022,7,kws
filiale,4,2022,7,kws
waha,1,2022,7,kws
woc,1,2022,7,kws
heures,19,2022,7,kws
coupure,1,2022,7,kws
électricité,21,2022,7,kws
mécontentement,3,2022,7,kws
populaire,36,2022,7,kws
protestations,2,2022,7,kws
rue,7,2022,7,kws
moyenne,9,2022,7,kws
barils,12,2022,7,kws
condensat,3,2022,7,kws
millions,66,2022,7,kws
mètres,21,2022,7,kws
cubes,8,2022,7,kws
gaz,129,2022,7,kws
fois,38,2022,7,kws
seconde,8,2022,7,kws
phase,3,2022,7,kws
développement,36,2022,7,kws
libyennes,1,2022,7,kws
production,44,2022,7,kws
information,13,2022,7,kws
lancement,14,2022,7,kws
projet,41,2022,7,kws
avril,22,2022,7,kws
semaine,25,2022,7,kws
dernière,27,2022,7,kws
exportations,55,2022,7,kws
pétrole,54,2022,7,kws
pause,2,2022,7,kws
mois,62,2022,7,kws
armée,61,2022,7,kws
burundaise,1,2022,7,kws
opération,47,2022,7,kws
